STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,IND,Indicator,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_3,Ratio of reinsurance accepted > Non-Life,2018,,14.898,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_3,Ratio of reinsurance accepted > Non-Life,2019,,15.466,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_3,Ratio of reinsurance accepted > Non-Life,2020,,16.836,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_3,Ratio of reinsurance accepted > Non-Life,2021,,17.026,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_3,Ratio of reinsurance accepted > Non-Life,2022,,18,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2018,,15.354,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,25.322,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2020,,27.018,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,24.392,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2022,,24.853,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2018,,5.795,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2019,,18.267,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2020,,17.785,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2021,,18.407,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2022,,17.564,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,RUS,Russia,VI,Direct total gross premiums/Number of employees of insurance companies,2020,,72458.245,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_1,Penetration > Total,2018,,18.219,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_1,Penetration > Total,2020,,22.142,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_1,Penetration > Total,2021,,20.468,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_1,Penetration > Total,2022,,19.047,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_2,Penetration > Life,2018,,16.864,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_2,Penetration > Life,2020,,20.483,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_2,Penetration > Life,2021,,18.86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_2,Penetration > Life,2022,,17.382,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_3,Penetration > Non-Life,2018,,1.354,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_3,Penetration > Non-Life,2020,,1.659,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_3,Penetration > Non-Life,2021,,1.608,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",IV_3,Penetration > Non-Life,2022,,1.665,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_1,Ratio of reinsurance accepted > Total,2018,,11.666,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,VIII_1,Ratio of reinsurance accepted > Total,2019,,12.245,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_1,Penetration > Total,2018,,4.345,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_1,Penetration > Total,2019,,4.525,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_1,Penetration > Total,2020,,4.958,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_1,Penetration > Total,2021,,4.837,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_1,Penetration > Total,2022,,4.463,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_2,Penetration > Life,2018,,2.935,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_2,Penetration > Life,2019,,3.148,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_2,Penetration > Life,2020,,3.491,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_2,Penetration > Life,2021,,3.439,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_2,Penetration > Life,2022,,3.11,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_3,Penetration > Non-Life,2018,,1.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_3,Penetration > Non-Life,2019,,1.376,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_3,Penetration > Non-Life,2020,,1.467,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_3,Penetration > Non-Life,2021,,1.397,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,IV_3,Penetration > Non-Life,2022,,1.352,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,VI,Direct total gross premiums/Number of employees of insurance companies,2018,,475776.237,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,VI,Direct total gross premiums/Number of employees of insurance companies,2019,,492833.083,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,VI,Direct total gross premiums/Number of employees of insurance companies,2020,,505221.174,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,VI,Direct total gross premiums/Number of employees of insurance companies,2021,,556538.107,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,MYS,Malaysia,VI,Direct total gross premiums/Number of employees of insurance companies,2022,,552734.481,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,RUS,Russia,VI,Direct total gross premiums/Number of employees of insurance companies,2018,,89909.772,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,RUS,Russia,VI,Direct total gross premiums/Number of employees of insurance companies,2019,,72008.946,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,RUS,Russia,VII_1,Retention ratio > Total,2018,,92.416,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,RUS,Russia,VII_1,Retention ratio > Total,2019,,91.91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,RUS,Russia,VII_1,Retention ratio > Total,2020,,90.708,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_1,Penetration > Total,2019,,8.725,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_1,Penetration > Total,2020,,10.669,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_1,Penetration > Total,2021,,10.687,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_1,Penetration > Total,2022,,9.645,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_2,Penetration > Life,2019,,6.868,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_2,Penetration > Life,2020,,8.742,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_2,Penetration > Life,2021,,8.921,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_2,Penetration > Life,2022,,7.872,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_3,Penetration > Non-Life,2019,,1.858,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_3,Penetration > Non-Life,2020,,1.927,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_3,Penetration > Non-Life,2021,,1.765,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SGP,Singapore,IV_3,Penetration > Non-Life,2022,,1.773,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_2,Penetration > Life,2020,,9.962,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_2,Penetration > Life,2021,,10.262,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_2,Penetration > Life,2022,,4.142,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_3,Penetration > Non-Life,2020,,2.436,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_3,Penetration > Non-Life,2021,,2.278,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_3,Penetration > Non-Life,2022,,2.877,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_1,Density > Total,2018,,739.951,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_1,Density > Total,2019,,668.124,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_1,Density > Total,2020,,507.98,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_1,Density > Total,2021,,581.365,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_1,Density > Total,2022,,655.278,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_2,Density > Life,2018,,509.387,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_2,Density > Life,2019,,448.24,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_2,Density > Life,2020,,303.519,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_2,Density > Life,2021,,334.78,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_2,Density > Life,2022,,393.813,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_3,Density > Non-Life,2018,,230.564,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_3,Density > Non-Life,2019,,219.884,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_3,Density > Non-Life,2020,,204.46,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_3,Density > Non-Life,2021,,246.585,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,CHL,Chile,III_3,Density > Non-Life,2022,,261.465,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_1,Density > Total,2018,,2090.293,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_1,Density > Total,2019,,2135.002,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_1,Density > Total,2020,,2117.741,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_1,Density > Total,2021,,2325.036,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_1,Density > Total,2022,,2352.745,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_2,Density > Life,2018,,1128.064,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_2,Density > Life,2019,,1172.817,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_2,Density > Life,2020,,1144.568,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_2,Density > Life,2021,,1237.898,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_2,Density > Life,2022,,1199.054,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_3,Density > Non-Life,2018,,962.229,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_3,Density > Non-Life,2019,,962.186,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_3,Density > Non-Life,2020,,973.173,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_3,Density > Non-Life,2021,,1087.138,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ISR,Israel,III_3,Density > Non-Life,2022,,1153.691,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_1,Density > Total,2018,,1223.435,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_1,Density > Total,2019,,1249.551,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_1,Density > Total,2020,,1286.961,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_1,Density > Total,2021,,1392.684,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_1,Density > Total,2022,,1314.461,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_2,Density > Life,2018,,300.477,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_2,Density > Life,2019,,296.572,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_2,Density > Life,2020,,284.562,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_2,Density > Life,2021,,320.452,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_2,Density > Life,2022,,290.615,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_3,Density > Non-Life,2018,,922.958,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_3,Density > Non-Life,2019,,952.979,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_3,Density > Non-Life,2020,,1002.4,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_3,Density > Non-Life,2021,,1072.232,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,SVN,Slovenia,III_3,Density > Non-Life,2022,,1023.846,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,DNK,Denmark,VI,Direct total gross premiums/Number of employees of insurance companies,2018,,3419048.775,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,DNK,Denmark,VI,Direct total gross premiums/Number of employees of insurance companies,2019,,2616680.388,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,DNK,Denmark,VI,Direct total gross premiums/Number of employees of insurance companies,2020,,2374364.1,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,I_1,Total gross premiums > Total,2019,,107817.796,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,I_2,Total gross premiums > Life,2019,,80314.141,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,I_3,Total gross premiums > Non-Life,2019,,27503.655,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,IV_1,Penetration > Total,2019,,3.806,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,IV_1,Penetration > Total,2020,,4.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,IV_2,Penetration > Life,2019,,2.85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,IV_2,Penetration > Life,2020,,3.171,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,IV_3,Penetration > Non-Life,2019,,0.956,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,IV_3,Penetration > Non-Life,2020,,1.019,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,V,Life insurance share,2019,,74.491,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,VII_1,Retention ratio > Total,2019,,90.976,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,VII_2,Retention ratio > Life,2019,,99.406,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,VII_3,Retention ratio > Non-Life,2019,,66.356,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,VIII_1,Ratio of reinsurance accepted > Total,2019,,0.52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,VIII_2,Ratio of reinsurance accepted > Life,2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IND,India,VIII_3,Ratio of reinsurance accepted > Non-Life,2019,,2.039,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_1,Total gross premiums > Total,2021,,54262.425,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_1,Total gross premiums > Total,2022,,28604.548,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_2,Total gross premiums > Life,2020,,33634.055,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_2,Total gross premiums > Life,2021,,42998.732,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_2,Total gross premiums > Life,2022,,16811.346,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_3,Total gross premiums > Non-Life,2020,,10015.67,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_3,Total gross premiums > Non-Life,2021,,11263.694,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,I_3,Total gross premiums > Non-Life,2022,,11793.202,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_1,Penetration > Total,2020,,12.398,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_1,Penetration > Total,2021,,12.54,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,IV_1,Penetration > Total,2022,,7.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,V,Life insurance share,2020,,77.054,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,V,Life insurance share,2021,,79.242,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,V,Life insurance share,2022,,58.772,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,VII_1,Retention ratio > Total,2020,,88.163,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,VII_1,Retention ratio > Total,2021,,87.931,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,VII_1,Retention ratio > Total,2022,,81.856,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,VII_2,Retention ratio > Life,2020,,95.703,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ZAF,South Africa,VII_2,Retention ratio > Life,2021,,94.137,,A,,PC,Percentage,0,Units,,
